gene_id	gene_name	GLL63_V_S8	GLL63_D_S15	GLL65_V_S69	GLL65_D_S48	GLL67_V_S74	GLL67_D_S22	GLL69_V_S39	GLL69_D_S11
ENSG00000186283	TOR3A	5.79455881529161	5.9250690724605946	5.8109240903421915	5.561886031915432	5.582226539718413	5.650005277719812	5.679036066048695	5.834567324458419
ENSG00000186298	PPP1CC	7.462369994324508	7.476126293298204	7.433615425177063	7.466277864873916	7.356143157497145	7.373549551465946	7.443093572657901	7.6064200248930565
ENSG00000186300	ZNF555	2.8889621113301063	3.086831400706888	2.7564974667197193	2.8948505021842617	2.822263605408196	2.9648785738018484	2.884108405368317	2.8515083221694466
ENSG00000186312	CA5BP1	1.914896539843737	2.1936861121300546	2.0864542688257774	1.932518993893955	1.9967467628356528	2.068611050229997	1.9040981655681462	2.0814333484794694
ENSG00000186314	PRELID2	2.9303709700362695	3.0307275383845824	3.1478799454432353	2.8184659953945155	2.9528434160594115	2.8731054191272545	3.1421549913477773	3.0453144030969264
ENSG00000186318	BACE1	4.8952575231747755	4.873323719725569	5.016254611654925	5.051914364241731	4.9883891175887465	5.012102477302374	5.079930551631326	4.868863534253625
ENSG00000186350	RXRA	6.791273472443269	6.882132766979192	6.9101569895971044	6.798935981692189	6.874646072899234	6.847418182469136	6.901873982147629	6.645975048810858
ENSG00000186364	NUDT17	2.6739904652476927	2.581166804167813	2.2462184783838155	2.5863979790165423	2.540427602540073	2.5170449752698625	2.4010321074841627	2.7084835898356854
ENSG00000186376	ZNF75D	2.7887830473172173	3.3451045086160662	2.940763758839688	3.101126494746508	2.773143986095211	3.214542163997661	3.1697155425259242	3.145825995181574
ENSG00000186377	CYP4X1	2.2890670847112666	2.215985935003691	2.4765104584973496	2.2818416993786075	2.432788036163051	2.816601109113796	2.776352442232429	3.061912701353841
ENSG00000186395	KRT10	3.856031649794383	4.02422400578209	3.5600506570804624	3.9890289905893295	3.770709578096781	4.26941168341529	3.719137315392798	4.320349324086433
ENSG00000186409	CCDC30	1.8195062521231748	1.6387116228930236	1.539271355918201	1.818421814750732	1.9040981655681462	1.8607000856021885	1.8607000856021885	1.7443127814816934
